age,balance,campaign,cons.conf.idx,cons.price.idx,contact,data_source,day,day_of_week,default,duration,education,emp.var.rate,euribor3m,housing,job,loan,marital,month,nr.employed,pdays,poutcome,previous,y,contact_frequency,previous_campaign_success,age_group,has_economic_data,duration_category
42,826.0,3,,,telephone,bank-full,29.0,,no,316,tertiary,,,no,management,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
42,2273.0,2,,,cellular,bank-full,29.0,,no,98,primary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
46,659.0,11,,,telephone,bank-full,29.0,,no,1127,secondary,,,yes,admin.,no,married,jul,,-1,unknown,0,yes,high,no_previous_contact,middle_aged,0,long
59,1558.0,3,,,telephone,bank-full,29.0,,no,1140,secondary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,long
39,2457.0,3,,,cellular,bank-full,29.0,,no,284,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,medium
33,215.0,12,,,cellular,bank-full,29.0,,no,543,secondary,,,yes,self-employed,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,long
40,224.0,3,,,cellular,bank-full,29.0,,no,138,primary,,,yes,housemaid,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
28,599.0,5,,,cellular,bank-full,29.0,,no,189,tertiary,,,yes,services,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,young_adult,0,medium
32,-252.0,4,,,cellular,bank-full,29.0,,no,52,tertiary,,,yes,technician,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,very_short
44,64.0,6,,,cellular,bank-full,29.0,,no,223,primary,,,no,housemaid,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,medium
49,0.0,7,,,cellular,bank-full,29.0,,no,71,secondary,,,yes,admin.,yes,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
49,0.0,2,,,cellular,bank-full,29.0,,no,468,primary,,,yes,blue-collar,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
33,235.0,6,,,cellular,bank-full,29.0,,no,185,tertiary,,,yes,admin.,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,medium
48,1850.0,1,,,cellular,bank-full,29.0,,no,61,primary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,first_contact,no_previous_contact,middle_aged,0,short
41,328.0,12,,,cellular,bank-full,29.0,,no,65,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
35,0.0,12,,,telephone,bank-full,29.0,,no,399,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,long
47,8106.0,3,,,cellular,bank-full,29.0,,no,340,tertiary,,,no,management,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
35,840.0,4,,,cellular,bank-full,29.0,,no,281,secondary,,,yes,technician,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,medium
43,1800.0,3,,,telephone,bank-full,29.0,,no,103,tertiary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
47,2.0,4,,,cellular,bank-full,29.0,,no,104,secondary,,,yes,entrepreneur,yes,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
44,1109.0,4,,,cellular,bank-full,29.0,,no,176,primary,,,yes,housemaid,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
44,2340.0,3,,,cellular,bank-full,29.0,,no,637,secondary,,,no,technician,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
39,738.0,2,,,cellular,bank-full,29.0,,no,90,secondary,,,no,technician,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
56,-82.0,6,,,cellular,bank-full,29.0,,no,234,secondary,,,no,retired,yes,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,medium
26,0.0,23,,,cellular,bank-full,29.0,,no,165,secondary,,,no,services,no,single,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,short
51,174.0,3,,,telephone,bank-full,29.0,,no,308,unknown,,,no,housemaid,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
39,949.0,8,,,cellular,bank-full,29.0,,no,75,secondary,,,yes,services,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,short
32,2664.0,7,,,cellular,bank-full,29.0,,no,242,secondary,,,yes,admin.,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,medium
45,219.0,8,,,cellular,bank-full,29.0,,no,142,secondary,,,yes,services,yes,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
37,0.0,4,,,cellular,bank-full,29.0,,no,153,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
43,744.0,4,,,cellular,bank-full,29.0,,no,619,tertiary,,,no,entrepreneur,yes,single,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,long
42,1508.0,3,,,cellular,bank-full,29.0,,no,178,secondary,,,yes,self-employed,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
54,2681.0,3,,,telephone,bank-full,29.0,,no,481,secondary,,,no,services,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
34,477.0,11,,,telephone,bank-full,29.0,,no,128,tertiary,,,no,technician,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,short
58,3858.0,6,,,telephone,bank-full,29.0,,no,53,primary,,,no,housemaid,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,very_short
39,9143.0,2,,,cellular,bank-full,29.0,,no,851,tertiary,,,no,admin.,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,long
41,2044.0,5,,,cellular,bank-full,29.0,,no,234,secondary,,,yes,blue-collar,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,medium
54,3067.0,3,,,telephone,bank-full,29.0,,no,222,primary,,,yes,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
48,906.0,9,,,telephone,bank-full,29.0,,no,289,tertiary,,,yes,management,no,single,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,medium
47,591.0,1,,,cellular,bank-full,29.0,,no,397,secondary,,,no,services,no,single,jul,,-1,unknown,0,no,first_contact,no_previous_contact,middle_aged,0,long
60,6657.0,19,,,cellular,bank-full,29.0,,no,333,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,pre_retirement,0,long
51,1151.0,2,,,cellular,bank-full,29.0,,no,125,secondary,,,yes,blue-collar,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
31,566.0,8,,,cellular,bank-full,29.0,,no,333,tertiary,,,yes,entrepreneur,no,single,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,long
53,534.0,4,,,cellular,bank-full,29.0,,no,115,secondary,,,yes,self-employed,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
60,179.0,4,,,cellular,bank-full,29.0,,no,79,tertiary,,,no,self-employed,yes,single,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
52,-1.0,6,,,cellular,bank-full,29.0,,yes,112,primary,,,no,services,yes,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
58,1321.0,6,,,telephone,bank-full,29.0,,no,157,tertiary,,,no,retired,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
52,-232.0,4,,,cellular,bank-full,29.0,,no,101,secondary,,,no,services,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
35,3297.0,15,,,cellular,bank-full,29.0,,no,193,secondary,,,yes,technician,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,medium
48,14530.0,10,,,telephone,bank-full,29.0,,no,863,tertiary,,,yes,management,yes,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,long
39,-409.0,23,,,cellular,bank-full,29.0,,no,590,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,long
49,933.0,33,,,cellular,bank-full,29.0,,no,92,secondary,,,no,services,yes,divorced,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
43,1630.0,3,,,cellular,bank-full,29.0,,no,153,secondary,,,no,unemployed,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
56,1032.0,4,,,telephone,bank-full,29.0,,no,225,unknown,,,no,unknown,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,medium
28,376.0,4,,,telephone,bank-full,29.0,,no,49,secondary,,,no,services,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,young_adult,0,very_short
32,1.0,6,,,cellular,bank-full,29.0,,no,123,secondary,,,no,technician,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
56,1007.0,6,,,cellular,bank-full,29.0,,no,88,secondary,,,no,services,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
58,610.0,2,,,telephone,bank-full,29.0,,no,246,secondary,,,yes,unemployed,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,medium
52,1453.0,21,,,telephone,bank-full,29.0,,no,254,tertiary,,,no,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,medium
58,10.0,5,,,cellular,bank-full,30.0,,no,95,secondary,,,yes,services,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
56,1316.0,5,,,cellular,bank-full,30.0,,no,76,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
50,3436.0,4,,,cellular,bank-full,30.0,,no,182,secondary,,,yes,blue-collar,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,medium
44,4968.0,14,,,cellular,bank-full,30.0,,no,76,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
30,1015.0,8,,,cellular,bank-full,30.0,,no,11,primary,,,yes,services,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,very_short
25,35.0,29,,,cellular,bank-full,30.0,,no,96,secondary,,,yes,technician,no,single,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,short
31,-340.0,6,,,cellular,bank-full,30.0,,no,520,unknown,,,yes,blue-collar,no,single,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,long
27,0.0,8,,,cellular,bank-full,30.0,,no,138,secondary,,,yes,technician,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,short
52,1746.0,9,,,cellular,bank-full,30.0,,no,142,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
52,1400.0,4,,,cellular,bank-full,30.0,,no,103,primary,,,no,blue-collar,no,single,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
37,103.0,3,,,cellular,bank-full,30.0,,no,124,secondary,,,yes,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
25,5.0,6,,,cellular,bank-full,30.0,,no,84,secondary,,,no,services,yes,single,jul,,-1,unknown,0,no,medium,no_previous_contact,young_adult,0,short
33,-333.0,5,,,cellular,bank-full,30.0,,no,329,secondary,,,yes,services,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,long
57,2927.0,5,,,telephone,bank-full,30.0,,no,78,primary,,,no,retired,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,short
41,33.0,5,,,cellular,bank-full,30.0,,no,125,primary,,,yes,blue-collar,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
51,1017.0,6,,,cellular,bank-full,30.0,,no,353,secondary,,,no,retired,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,long
58,10628.0,4,,,cellular,bank-full,30.0,,no,189,primary,,,no,retired,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,medium
39,406.0,5,,,cellular,bank-full,30.0,,no,253,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,medium
26,0.0,26,,,cellular,bank-full,30.0,,no,65,secondary,,,no,technician,yes,single,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,short
50,2678.0,6,,,telephone,bank-full,30.0,,no,1011,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,yes,medium,no_previous_contact,middle_aged,0,long
51,3560.0,6,,,cellular,bank-full,30.0,,no,334,unknown,,,yes,technician,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,long
38,5073.0,4,,,cellular,bank-full,30.0,,no,68,tertiary,,,yes,management,no,single,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
46,271.0,29,,,cellular,bank-full,30.0,,no,1013,secondary,,,yes,housemaid,no,married,jul,,-1,unknown,0,yes,high,no_previous_contact,middle_aged,0,long
56,2975.0,13,,,cellular,bank-full,30.0,,no,28,tertiary,,,no,entrepreneur,yes,divorced,jul,,-1,unknown,0,no,high,no_previous_contact,pre_retirement,0,very_short
27,151.0,3,,,cellular,bank-full,30.0,,no,139,secondary,,,no,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,young_adult,0,short
33,66.0,8,,,cellular,bank-full,30.0,,no,189,secondary,,,no,unemployed,yes,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,medium
42,0.0,3,,,cellular,bank-full,30.0,,no,458,secondary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
47,255.0,4,,,cellular,bank-full,30.0,,no,802,tertiary,,,no,management,yes,single,jul,,-1,unknown,0,yes,medium,no_previous_contact,middle_aged,0,long
27,-71.0,3,,,cellular,bank-full,30.0,,no,70,primary,,,no,blue-collar,yes,single,jul,,-1,unknown,0,no,low,no_previous_contact,young_adult,0,short
28,1199.0,20,,,cellular,bank-full,30.0,,no,1011,primary,,,yes,blue-collar,no,single,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,long
49,-73.0,22,,,cellular,bank-full,30.0,,no,31,secondary,,,yes,admin.,no,divorced,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,very_short
42,947.0,2,,,cellular,bank-full,30.0,,no,158,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
41,15.0,2,,,cellular,bank-full,30.0,,no,59,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
55,715.0,2,,,telephone,bank-full,30.0,,no,90,unknown,,,yes,services,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
49,5969.0,2,,,cellular,bank-full,30.0,,no,258,tertiary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
26,-42.0,3,,,cellular,bank-full,30.0,,yes,305,secondary,,,no,admin.,yes,single,jul,,-1,unknown,0,no,low,no_previous_contact,young_adult,0,long
43,511.0,7,,,cellular,bank-full,30.0,,no,67,secondary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
59,2303.0,2,,,telephone,bank-full,30.0,,no,128,secondary,,,no,retired,yes,single,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
34,13.0,3,,,cellular,bank-full,30.0,,no,99,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
60,1382.0,10,,,cellular,bank-full,30.0,,no,112,secondary,,,no,retired,no,divorced,jul,,-1,unknown,0,no,high,no_previous_contact,pre_retirement,0,short
56,1177.0,2,,,cellular,bank-full,30.0,,no,39,primary,,,no,retired,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,very_short
45,13265.0,2,,,cellular,bank-full,30.0,,no,113,unknown,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
39,83.0,6,,,cellular,bank-full,30.0,,no,69,secondary,,,yes,admin.,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
58,0.0,2,,,cellular,bank-full,30.0,,no,120,tertiary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
58,901.0,2,,,cellular,bank-full,30.0,,no,235,secondary,,,yes,retired,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,medium
41,2646.0,2,,,cellular,bank-full,30.0,,no,81,tertiary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
44,0.0,2,,,cellular,bank-full,30.0,,no,684,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,yes,low,no_previous_contact,middle_aged,0,long
33,5441.0,6,,,cellular,bank-full,30.0,,no,312,secondary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,long
46,21.0,2,,,cellular,bank-full,30.0,,no,566,tertiary,,,no,self-employed,no,divorced,jul,,-1,unknown,0,yes,low,no_previous_contact,middle_aged,0,long
55,1665.0,2,,,telephone,bank-full,30.0,,no,89,unknown,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
40,1073.0,2,,,cellular,bank-full,30.0,,no,42,primary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
33,775.0,3,,,cellular,bank-full,30.0,,no,60,tertiary,,,yes,entrepreneur,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
36,0.0,2,,,cellular,bank-full,30.0,,no,843,secondary,,,no,services,no,married,jul,,-1,unknown,0,yes,low,no_previous_contact,adult,0,long
47,-874.0,2,,,cellular,bank-full,30.0,,no,528,secondary,,,yes,admin.,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
42,746.0,2,,,cellular,bank-full,30.0,,no,86,secondary,,,no,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
45,3307.0,2,,,cellular,bank-full,30.0,,no,129,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
44,4425.0,2,,,cellular,bank-full,30.0,,no,477,secondary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
45,1201.0,2,,,cellular,bank-full,30.0,,no,652,secondary,,,no,admin.,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
51,390.0,3,,,cellular,bank-full,30.0,,no,102,tertiary,,,yes,housemaid,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
36,318.0,2,,,cellular,bank-full,30.0,,no,295,secondary,,,no,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,medium
36,4481.0,2,,,telephone,bank-full,30.0,,no,99,unknown,,,no,unemployed,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
39,1181.0,2,,,cellular,bank-full,30.0,,no,650,unknown,,,yes,blue-collar,no,married,jul,,-1,unknown,0,yes,low,no_previous_contact,adult,0,long
51,0.0,4,,,telephone,bank-full,30.0,,no,273,secondary,,,no,services,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,medium
52,698.0,2,,,telephone,bank-full,30.0,,no,38,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
35,3443.0,4,,,cellular,bank-full,30.0,,no,409,secondary,,,no,self-employed,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,long
48,862.0,2,,,cellular,bank-full,30.0,,no,160,secondary,,,no,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
43,548.0,9,,,cellular,bank-full,30.0,,no,100,primary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,middle_aged,0,short
39,-1451.0,5,,,cellular,bank-full,30.0,,no,65,secondary,,,yes,technician,yes,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
54,898.0,2,,,telephone,bank-full,30.0,,no,641,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
38,7159.0,2,,,telephone,bank-full,30.0,,no,285,secondary,,,no,unemployed,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,medium
47,320.0,2,,,telephone,bank-full,30.0,,no,203,primary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
48,286.0,2,,,cellular,bank-full,30.0,,no,166,unknown,,,no,unknown,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
52,686.0,2,,,cellular,bank-full,30.0,,no,544,secondary,,,no,admin.,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
42,974.0,2,,,cellular,bank-full,30.0,,no,73,unknown,,,no,services,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
54,0.0,5,,,cellular,bank-full,30.0,,no,250,tertiary,,,no,entrepreneur,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,medium
58,3161.0,2,,,telephone,bank-full,30.0,,no,542,secondary,,,no,management,no,divorced,jul,,-1,unknown,0,yes,low,no_previous_contact,pre_retirement,0,long
47,192.0,6,,,telephone,bank-full,30.0,,no,120,tertiary,,,no,self-employed,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
53,93.0,2,,,cellular,bank-full,30.0,,no,219,tertiary,,,no,management,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
49,1091.0,2,,,telephone,bank-full,30.0,,no,47,secondary,,,no,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
29,3615.0,3,,,cellular,bank-full,30.0,,no,93,secondary,,,yes,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,young_adult,0,short
43,54.0,2,,,cellular,bank-full,30.0,,no,62,secondary,,,yes,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
52,43.0,2,,,cellular,bank-full,30.0,,no,32,tertiary,,,no,housemaid,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
42,-269.0,6,,,telephone,bank-full,30.0,,no,100,secondary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,short
57,11254.0,2,,,cellular,bank-full,30.0,,no,229,tertiary,,,no,retired,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,medium
45,0.0,2,,,cellular,bank-full,30.0,,no,25,secondary,,,no,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
37,43.0,2,,,cellular,bank-full,30.0,,no,65,tertiary,,,yes,admin.,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
37,0.0,4,,,telephone,bank-full,30.0,,no,195,unknown,,,no,housemaid,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,medium
50,1303.0,2,,,telephone,bank-full,30.0,,no,274,secondary,,,no,technician,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
44,3438.0,2,,,telephone,bank-full,30.0,,no,68,secondary,,,yes,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
53,235.0,2,,,cellular,bank-full,30.0,,no,241,primary,,,no,blue-collar,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
48,63.0,4,,,cellular,bank-full,30.0,,no,29,primary,,,no,unemployed,no,single,jul,,-1,unknown,0,no,medium,no_previous_contact,middle_aged,0,very_short
55,3293.0,2,,,telephone,bank-full,30.0,,no,64,primary,,,no,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
56,260.0,2,,,telephone,bank-full,30.0,,no,250,unknown,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,medium
50,1367.0,2,,,telephone,bank-full,30.0,,no,270,primary,,,no,admin.,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
41,1715.0,2,,,cellular,bank-full,30.0,,no,695,tertiary,,,no,management,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
56,68.0,3,,,cellular,bank-full,30.0,,no,85,secondary,,,no,housemaid,yes,single,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,short
53,717.0,2,,,cellular,bank-full,30.0,,no,594,unknown,,,no,entrepreneur,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
48,608.0,2,,,cellular,bank-full,30.0,,no,362,primary,,,no,unemployed,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
38,2350.0,2,,,cellular,bank-full,30.0,,no,101,tertiary,,,no,technician,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,short
41,636.0,2,,,telephone,bank-full,30.0,,no,80,tertiary,,,yes,management,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
43,-1.0,2,,,cellular,bank-full,30.0,,no,605,secondary,,,no,services,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
60,241.0,3,,,telephone,bank-full,30.0,,no,42,secondary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,pre_retirement,0,very_short
26,0.0,20,,,telephone,bank-full,30.0,,no,51,secondary,,,yes,blue-collar,yes,married,jul,,-1,unknown,0,no,high,no_previous_contact,young_adult,0,very_short
31,0.0,24,,,cellular,bank-full,30.0,,no,1037,tertiary,,,yes,self-employed,no,married,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,long
32,0.0,5,,,cellular,bank-full,30.0,,no,71,secondary,,,yes,admin.,no,married,jul,,-1,unknown,0,no,medium,no_previous_contact,adult,0,short
42,0.0,2,,,cellular,bank-full,30.0,,no,351,secondary,,,no,technician,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,long
45,245.0,3,,,cellular,bank-full,30.0,,no,76,secondary,,,yes,technician,no,divorced,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
50,917.0,2,,,cellular,bank-full,30.0,,no,58,secondary,,,yes,blue-collar,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,very_short
45,579.0,2,,,cellular,bank-full,30.0,,no,141,tertiary,,,yes,unemployed,no,married,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,short
55,1817.0,4,,,cellular,bank-full,30.0,,no,404,secondary,,,no,services,no,divorced,jul,,-1,unknown,0,no,medium,no_previous_contact,pre_retirement,0,long
54,10621.0,2,,,cellular,bank-full,30.0,,no,187,secondary,,,no,retired,no,single,jul,,-1,unknown,0,no,low,no_previous_contact,middle_aged,0,medium
37,241.0,25,,,cellular,bank-full,30.0,,no,55,secondary,,,yes,admin.,yes,divorced,jul,,-1,unknown,0,no,high,no_previous_contact,adult,0,very_short
30,462.0,3,,,cellular,bank-full,30.0,,no,274,primary,,,no,housemaid,yes,married,jul,,-1,unknown,0,no,low,no_previous_contact,adult,0,medium
